timestamp,mac_address,user_id,action,room,video_url,camera_status
1637094352,id_88:b1:11:68:d5:4e,-1,,,,camera_discon
1637094359,id_88:b1:11:68:d5:4e,-1,,,,camera_recon
1637071240,id_f8:59:71:7a:35:b9,-1,,,,camera_discon
1637071247,id_f8:59:71:7a:35:b9,-1,,,,camera_recon
1637076440,id_f8:59:71:7a:35:b9,-1,,,,camera_discon
1637076448,id_f8:59:71:7a:35:b9,-1,,,,camera_recon
1637090087,id_f8:59:71:7a:35:b9,-1,,,,camera_discon
1637090093,id_f8:59:71:7a:35:b9,-1,,,,camera_recon
1637092413,id_f8:59:71:7a:35:b9,-1,,,,camera_recon
1637095047,id_f8:59:71:7a:35:b9,-1,,,,camera_discon
1637095052,id_f8:59:71:7a:35:b9,-1,,,,camera_recon
1637071353,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-16/2021-11-16_22:02:33.mp4,
1637071381,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-16/2021-11-16_22:03:01.mp4,
1637071434,id_f8:59:71:7a:35:b9,0,go,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-16/2021-11-16_22:03:54.mp4,
1637071945,id_f8:59:71:7a:35:b9,0,come,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-16/2021-11-16_22:12:25.mp4,
1637072325,id_f8:59:71:7a:35:b9,0,go,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-16/2021-11-16_22:18:45.mp4,
1637072833,id_f8:59:71:7a:35:b9,0,come,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-16/2021-11-16_22:27:13.mp4,
1637073592,id_f8:59:71:7a:35:b9,0,go,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-16/2021-11-16_22:39:52.mp4,
1637074476,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-16/2021-11-16_22:54:36.mp4,
1637074554,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-16/2021-11-16_22:55:54.mp4,
1637076367,id_f8:59:71:7a:35:b9,0,go,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-16/2021-11-16_23:26:07.mp4,
1637076831,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-16/2021-11-16_23:33:51.mp4,
1637079296,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_00:14:56.mp4,
1637079661,id_f8:59:71:7a:35:b9,0,come,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_00:21:01.mp4,
1637079741,id_f8:59:71:7a:35:b9,0,come,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_00:22:21.mp4,
1637079954,id_f8:59:71:7a:35:b9,0,go,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_00:25:54.mp4,
1637085333,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_01:55:33.mp4,
1637085376,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_01:56:16.mp4,
1637085384,id_f8:59:71:7a:35:b9,0,go,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_01:56:24.mp4,
1637085413,id_f8:59:71:7a:35:b9,0,come,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_01:56:53.mp4,
1637087308,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_02:28:28.mp4,
1637091279,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_03:34:39.mp4,
1637091304,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_03:35:04.mp4,
1637091409,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_03:36:49.mp4,
1637091465,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_03:37:45.mp4,
1637092581,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_03:56:21.mp4,
1637093684,id_f8:59:71:7a:35:b9,0,come,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:14:44.mp4,
1637094370,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:26:10.mp4,
1637094399,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:26:39.mp4,
1637094421,id_f8:59:71:7a:35:b9,0,go,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:27:01.mp4,
1637094442,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:27:22.mp4,
1637094450,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:27:30.mp4,
1637095657,id_f8:59:71:7a:35:b9,0,go,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:47:37.mp4,
1637095691,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:48:11.mp4,
1637095697,id_f8:59:71:7a:35:b9,0,go,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:48:17.mp4,
1637095775,id_f8:59:71:7a:35:b9,0,come,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:49:35.mp4,
1637095785,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:49:45.mp4,
1637095846,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:50:46.mp4,
1637096269,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:57:49.mp4,
1637096313,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_04:58:33.mp4,
1637097138,id_f8:59:71:7a:35:b9,0,come,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:12:18.mp4,
1637097347,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:15:47.mp4,
1637097412,id_f8:59:71:7a:35:b9,0,go,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:16:52.mp4,
1637097429,id_f8:59:71:7a:35:b9,0,come,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:17:09.mp4,
1637098235,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:30:35.mp4,
1637098524,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:35:24.mp4,
1637098562,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:36:02.mp4,
1637098565,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:36:05.mp4,
1637098820,id_f8:59:71:7a:35:b9,0,go,bedroom1,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:40:20.mp4,
1637099618,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:53:38.mp4,
1637099623,id_f8:59:71:7a:35:b9,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:53:43.mp4,
1637099643,id_f8:59:71:7a:35:b9,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f8:59:71:7a:35:b9/nano_eme_video/2021-11-17/2021-11-17_05:54:03.mp4,
1637077183,id_f4:96:34:02:75:dd,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-16/2021-11-16_23:39:43.mp4,
1637077557,id_f4:96:34:02:75:dd,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-16/2021-11-16_23:45:57.mp4,
1637080081,id_f4:96:34:02:75:dd,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_00:28:01.mp4,
1637080362,id_f4:96:34:02:75:dd,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_00:32:42.mp4,
1637085149,id_f4:96:34:02:75:dd,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_01:52:29.mp4,
1637085199,id_f4:96:34:02:75:dd,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_01:53:19.mp4,
1637091429,id_f4:96:34:02:75:dd,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_03:37:09.mp4,
1637091457,id_f4:96:34:02:75:dd,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_03:37:37.mp4,
1637091579,id_f4:96:34:02:75:dd,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_03:39:39.mp4,
1637091607,id_f4:96:34:02:75:dd,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_03:40:07.mp4,
1637091609,id_f4:96:34:02:75:dd,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_03:40:09.mp4,
1637093067,id_f4:96:34:02:75:dd,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_04:04:27.mp4,
1637096148,id_f4:96:34:02:75:dd,0,go,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_04:55:48.mp4,
1637096212,id_f4:96:34:02:75:dd,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_04:56:52.mp4,
1637096767,id_f4:96:34:02:75:dd,0,come,bedroom0,https://care-plus.s3-ap-northeast-1.amazonaws.com/id_f4:96:34:02:75:dd/nano_eme_video/2021-11-17/2021-11-17_05:06:07.mp4,
